text,label
i hate this because i feel i can no longer be compassionate that i avoid the sad parts of life and don t read the horrific stories am overwhelmed by the news of catastrophes and generally avoid anything that is not uplifting,2
im left in the livingroom crying wondering why im the one getting yelled at feeling completly isolated wishing that i could just run away far away where no one can find me start another life on my own with me and my year old son and let my husband deal with him and his other kids,0
while watching the movie called deer hunter on tv,3
i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,0
i feel like any dumb bum can waltz in here,0
i found that despite the harsh manifestation of the sounds there was an atmosphere look above for what i had hoped for that kept the soundscapes from feeling dull and repetitive,0
i know that i am feeling a little homesick,0
ive tried it i only end up feeling exhausted furious and torn apart,0
i did things that they feel unhappy then i stopped doing it again,0
i feel like that s more my sweet spot,1
i am feeling aggravated at the lack of time and space that i have been able to devote to my painting and i hope to find a routine that allows me more quality painting time,3
i know so and so has had a hard time feeling accepted by society because of their self identification as a homosexual,1
i feel dirty and ashamed for saying that,0
i am posting this here because i specifically would like to have some critique and i have a feeling that more people with artistic ability will see it here than on deviantart,1
i do not have a job but for once those type of issues feels really petty and stupid when thinking about crappier things,3
i sighed weary in what feels like a never ending battle me against im not sure who,1
